Marijuana_Arrest Type,Adult/Juvenile,Arrest Year,Arrest Date,Arrest Time,CCN,Age,Offense Location District,Offense Location PSA,Offense Location Block GEOX,Offense Location Block GEOY,Defendant PSA,Defendant District,Defendant Race,Defendant Ethnicity,Defendant Sex,Arrest Category,Charge Description,Arrest Location Block Address,Arrest Location Block GeoX,Arrest Location Block GeoY
Distribution,Adult,2016,7/1/16,12:14:30,b'p\x1a\xb1<\xa78\xeb',19,6D,608,405400,135800,701,7D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,4500 BLOCK OF BENNING ROAD NE,405400,135800
Distribution,Adult,2016,7/1/16,14:27:03,b'\xe7\x1a\xe7S\x0f\xf1\xcc',49,6D,603,405000,136000,604,6D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,100 BLOCK OF 42ND STREET NE,405000,136000
Distribution,Adult,2016,7/1/16,14:29:40,b'\xe7\x1a\xe7S\x0f\xf1\xcc',28,6D,603,405000,136000,604,6D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,100 BLOCK OF 42ND STREET NE,405000,136000
Possession with intent to distribute,Adult,2016,7/1/16,19:15:50,b'\xa0q\x87\xc7\r\xc6\xbb',22,5D,505,401400,139600,,,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-misd,1400 BLOCK OF SARATOGA AVENUE NE,401400,139600
Distribution,Adult,2016,7/2/16,23:11:42,b'W\x81\x10%\x05\xb8\x16',19,6D,601,405400,138200,601,6D,B ,N ,M,Narcotics,Distribution Of A Controlled Substance,4400 BLOCK OF QUARLES ST NE,405400,138200
Distribution,Adult,2016,7/2/16,23:12:47,b'W\x81\x10%\x05\xb8\x16',18,6D,601,405400,138200,Out of State,Out of State,B ,N ,M,Narcotics,Distribution Of A Controlled Substance,4400 BLOCK OF QUARLES ST NE,405400,138200
Distribution,Adult,2016,7/2/16,23:13:46,b'W\x81\x10%\x05\xb8\x16',18,6D,601,405400,138200,602,6D,B ,U ,M,Narcotics,Distribution Of A Controlled Substance,4400 BLOCK OF QUARLES ST NE,405400,138200
Distribution,Adult,2016,7/3/16,18:08:09,b'\xad^\xcf={\xd8\x9e',26,6D,603,404400,136200,603,6D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,3900 BLOCK OF DIX STREET NE,404400,136200
Distribution,Adult,2016,7/3/16,18:08:15,b'\xad^\xcf={\xd8\x9e',22,6D,603,404400,136200,601,6D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,3900 BLOCK OF MINNESOTA AVENUE NE,404300,136200
Possession with intent to distribute,Adult,2016,7/4/16,16:55:20,b'\x8d\xbe\xe7k\xbf\xa7\xd6',29,7D,705,401000,130700,701,7D,B ,U ,M,Narcotics,Poss W/i To Dist Marijuana-misd,3200 BLOCK OF 13TH STREET SE,401000,130700
Possession with intent to distribute,Adult,2016,7/4/16,19:40:08,b'\x1b\x86\xed~\x7f\xcf\xb2',41,7D,706,401400,129800,708,7D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-misd,1300 BLOCK OF SOUTHERN AVENUE SE,401400,129800
Distribution,Adult,2016,7/5/16,14:55:04,"b'\xd7T\xb6f""\x01E'",45,3D,302,397100,140000,302,3D,B ,U ,M,Narcotics,Distribution Of A Controlled Substance,3000 BLOCK OF 14TH STREET NW,397100,140000
Public consumption,Adult,2016,7/5/16,16:36:13,"b'\x92;""\xcet\xb1\xa8'",24,2D,206,394100,137400,Out of State,Out of State,U,N ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,3400 BLOCK OF WATER STREET NW,394100,137400
Possession with intent to distribute,Adult,2016,7/5/16,17:31:10,b'\x98*o\xd2;\xf9G',36,7D,703,401300,130900,703,7D,B ,N ,M,Narcotics,Poss W/i To Dist A Controlled Substance,1400 BLOCK OF CONGRESS PLACE SE,401300,130900
Distribution,Adult,2016,7/9/16,11:54:54,b'Y\x8c\x03\xa7\x88X\xfb',26,6D,607,401900,133500,701,7D,B ,U ,M,Narcotics,Distribution Of Marijuana-misd,1900 BLOCK OF 18TH STREET SE,401800,133300
Possession with intent to distribute,Adult,2016,7/9/16,16:25:30,b'\x8a\xe2\x9b\xc0\xe5\xaf\xba',32,5D,507,401700,137100,506,5D,B ,N ,M,Narcotics,Poss W/i To Dist A Controlled Substance,1600 BLOCK OF MARYLAND AVENUE NE,401700,137100
Distribution,Adult,2016,7/12/16,17:04:27,b'\xed6\x19k\x0f\xab\x02',35,3D,305,398100,138700,308,3D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,1900 BLOCK OF 7TH STREET NW,398100,138700
Distribution,Adult,2016,7/12/16,17:04:33,b'\xed6\x19k\x0f\xab\x02',44,3D,305,398100,138700,505,5D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,1900 BLOCK OF 7TH STREET NW,398100,138700
Public consumption,Adult,2016,7/12/16,17:35:04,b'`r\r\xbdlP\x02',63,3D,302,397200,140300,302,3D,W ,H ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,3300 BLOCK OF 14TH STREET NW,397200,140300
Public consumption,Adult,2016,7/12/16,17:35:25,b'`r\r\xbdlP\x02',29,3D,302,397200,140300,303,3D,U,H ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,3300 BLOCK OF 14TH STREET NW,397200,140300
Public consumption,Adult,2016,7/12/16,17:35:27,b'`r\r\xbdlP\x02',24,3D,302,397200,140300,401,4D,W ,H ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,3300 BLOCK OF 14TH STREET NW,397200,140300
Public consumption,Adult,2016,7/12/16,17:35:41,b'`r\r\xbdlP\x02',41,3D,302,397200,140300,408,4D,W ,H ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,3300 BLOCK OF 14TH STREET NW,397200,140300
Public consumption,Adult,2016,7/12/16,20:30:06,b'\x8b:\xcb\xdc\x13V\x1d',19,1D,105,399000,133800,105,1D,B ,N ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,UNIT BLOCK OF P STREET SW,399000,133800
Distribution,Adult,2016,7/14/16,15:37:17,b'\xaf\xd6\xa9cI\xd9b',55,7D,701,401500,132900,701,7D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,1500 BLOCK OF W STREET SE,401500,132900
Public consumption,Adult,2016,7/15/16,16:15:14,b'\xe7\\S\x06\x8d\xb2\x04',18,3D,307,397600,138200,Out of State,Out of State,W ,N ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,1600 BLOCK OF 11TH STREET NW,397600,138200
Public consumption,Adult,2016,7/15/16,16:15:22,b'\xe7\\S\x06\x8d\xb2\x04',18,3D,307,397600,138200,408,4D,W ,N ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,1600 BLOCK OF 11TH STREET NW,397600,138200
Public consumption,Adult,2016,7/15/16,16:15:24,b'\xe7\\S\x06\x8d\xb2\x04',19,3D,307,397600,138200,406,4D,B ,N ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,1600 BLOCK OF 11TH STREET NW,397600,138200
Public consumption,Juvenile,2016,7/15/16,Juvenile,Juvenile,Juvenile,3D,307,Juvenile,Juvenile,502,5D,Juvenile,Juvenile,Juvenile,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,Juvenile,Juvenile,Juvenile
Public consumption,Juvenile,2016,7/15/16,Juvenile,Juvenile,Juvenile,3D,307,Juvenile,Juvenile,Out of State,Out of State,Juvenile,Juvenile,Juvenile,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,Juvenile,Juvenile,Juvenile
Public consumption,Adult,2016,7/19/16,15:25:19,b'1\xeb\xef\xb1r\xa2\x83',20,4D,403,398100,142700,502,5D,B ,N ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,600 BLOCK OF GALLATIN STREET NW,398100,142700
Distribution,Adult,2016,7/19/16,15:45:10,b'd\xaa\x11\xeb1\xf2\x1b',21,3D,307,397600,138200,302,3D,B ,H ,M,Narcotics,Distribution Of Marijuana-misd,1600 BLOCK OF 11TH STREET NW,397600,138200
Public consumption,Adult,2016,7/19/16,17:45:16,b'\x02\xb1\xc5XD\xa1\xd1',27,3D,301,397100,139000,608,6D,B ,N ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,1400 BLOCK OF W STREET NW,397100,139000
Public consumption,Adult,2016,7/19/16,17:45:43,b'\x02\xb1\xc5XD\xa1\xd1',23,3D,301,397100,139000,608,6D,W ,H ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,1400 BLOCK OF W STREET NW,397100,139000
Public consumption,Adult,2016,7/19/16,17:45:52,b'\x02\xb1\xc5XD\xa1\xd1',18,3D,301,397100,139000,305,3D,W ,H ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,1400 BLOCK OF W STREET NW,397100,139000
Public consumption,Adult,2016,7/19/16,17:45:59,b'\x02\xb1\xc5XD\xa1\xd1',22,3D,301,397100,139000,301,3D,W ,N ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,1400 BLOCK OF W STREET NW,397100,139000
Distribution,Adult,2016,7/19/16,18:10:40,b'l-\x14\xae\x04\xc6\x1e',23,6D,604,405500,135700,604,6D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,4500 BLOCK OF BENNING ROAD SE,405500,135700
Public consumption,Adult,2016,7/20/16,13:10:47,b'\xcc\rs\xde\xabn\xe2',25,4D,403,397700,143100,402,4D,B ,N ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,900 BLOCK OF KENNEDY STREET NW,397700,143100
Public consumption,Adult,2016,7/20/16,19:00:32,b'q\x9c\x03\x04\x1cj\xe4',22,3D,301,397100,138900,301,3D,W ,H ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,1400 BLOCK OF V STREET NW,397100,138900
Public consumption,Adult,2016,7/21/16,16:45:43,b'\xfc\xe4\xaa\xd1~.\xc5',24,3D,307,397600,138200,304,3D,B ,N ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,1600 BLOCK OF 11TH STREET NW,397600,138200
Public consumption,Adult,2016,7/21/16,16:45:57,b'\xfc\xe4\xaa\xd1~.\xc5',22,3D,307,397600,138200,504,5D,B ,N ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,1600 BLOCK OF 11TH STREET NW,397600,138200
Distribution,Adult,2016,7/21/16,18:34:24,b'\xee\xd1\x93~5\xac\xb0',51,5D,504,401100,139700,505,5D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,1300 BLOCK OF BRENTWOOD ROAD NE,401100,139700
Distribution,Adult,2016,7/21/16,18:35:00,b'\xee\xd1\x93~5\xac\xb0',23,5D,504,401100,139700,704,7D,B ,U ,M,Narcotics,Distribution Of Marijuana-misd,1300 BLOCK OF BRENTWOOD ROAD NE,401100,139700
Possession with intent to distribute,Adult,2016,7/21/16,19:43:57,b'*\xeb\x8fL\xd0\xa8$',39,7D,703,401200,132100,Out of State,Out of State,B ,U ,M,Narcotics,Poss W/i To Dist Marijuana-fel,2300 BLOCK OF POMEROY ROAD SE,401200,132100
Public consumption,Juvenile,2016,7/21/16,Juvenile,Juvenile,Juvenile,3D,307,Juvenile,Juvenile,407,4D,Juvenile,Juvenile,Juvenile,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,Juvenile,Juvenile,Juvenile
Distribution,Adult,2016,7/22/16,17:24:15,b'\x86\xb6\x9c\x95\x8fF<',53,3D,302,397100,140300,,,B ,U ,M,Narcotics,Distribution Of Marijuana-misd,1400 BLOCK OF PARK ROAD NW,397100,140300
Distribution,Adult,2016,7/22/16,17:24:26,b'\x86\xb6\x9c\x95\x8fF<',20,3D,302,397100,140300,302,3D,U,H ,M,Narcotics,Distribution Of Marijuana-misd,1400 BLOCK OF IRVING STREET NW,397100,140100
Public consumption,Adult,2016,7/23/16,1:50:38,b'\xc9\x92\x86\x10\r\x14\xcf',22,3D,303,396400,139200,104,1D,B ,U ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,2400 BLOCK OF 18TH STREET NW,396400,139200
Possession with intent to distribute,Adult,2016,7/23/16,16:41:48,b'r5\xfd\xa0q\xaf\xf1',30,6D,602,405400,136500,406,4D,B ,N ,M,Narcotics,Poss W/i To Dist A Controlled Substance,4500 BLOCK OF EADS PLACE NE,405600,136400
Distribution,Adult,2016,7/23/16,16:57:06,b'\x95\x99l\x1f^\xbb5',42,7D,707,400300,131000,,,B ,N ,M,Narcotics,Distribution Of A Controlled Substance,2700 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400300,131000
Distribution,Adult,2016,7/23/16,16:57:35,b'\x95\x99l\x1f^\xbb5',27,7D,707,400300,131000,703,7D,B ,U ,M,Narcotics,Distribution Of A Controlled Substance,2700 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400300,131000
Possession with intent to distribute,Adult,2016,7/26/16,21:17:44,b'\x101\x9d\xeaN3\xa9',21,5D,506,401500,137600,405,4D,B ,N ,M,Narcotics,Poss W/i To Dist A Controlled Substance,1300 BLOCK OF CHILDRESS STREET NE,401500,137600
Public consumption,Adult,2016,7/27/16,18:55:02,"b'M\x15\x10\xb3i?""'",45,3D,306,398600,139000,Out of State,Out of State,B ,U ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,200 BLOCK OF W STREET NW,398600,139000
Public consumption,Adult,2016,7/27/16,18:55:05,"b'M\x15\x10\xb3i?""'",33,3D,306,398600,139000,502,5D,B ,U ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,200 BLOCK OF W STREET NW,398600,139000
Public consumption,Adult,2016,7/28/16,14:50:14,b'9\x14^|{\xd3\x07',19,3D,307,397600,138200,604,6D,B ,N ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,1600 BLOCK OF 11TH STREET NW,397600,138200
Distribution,Adult,2016,7/28/16,14:50:16,b'9\x14^|{\xd3\x07',19,3D,307,397600,138200,307,3D,W ,H ,M,Narcotics,Distribution Of Marijuana-misd,1600 BLOCK OF 11TH STREET NW,397600,138200
Public consumption,Adult,2016,7/28/16,14:50:47,b'9\x14^|{\xd3\x07',27,3D,307,397600,138200,402,4D,W ,H ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,1600 BLOCK OF 11TH STREET NW,397600,138200
Public consumption,Adult,2016,7/28/16,14:50:56,b'9\x14^|{\xd3\x07',18,3D,307,397600,138200,,,W ,H ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,1600 BLOCK OF 11TH STREET NW,397600,138200
Possession with intent to distribute,Adult,2016,7/28/16,20:30:06,b'0\x18\x0c\xfbv\x0c\xa3',20,7D,704,401600,131300,704,7D,B ,N ,M,Narcotics,Poss W/i To Dist A Controlled Substance,3200 BLOCK OF STANTON ROAD SE,401600,131300
Public consumption,Adult,2016,7/29/16,21:45:57,b'\x87\xab\xaa\xde\xe2uV',31,6D,603,403700,135100,502,5D,B ,N ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,3400 BLOCK OF ELY PLACE SE,403700,135100
Public consumption,Adult,2016,7/29/16,23:50:56,b'\xa0x\xact\xe8\x89\xb6',29,5D,507,402200,137200,701,7D,B ,U ,F,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,2000 BLOCK OF I STREET NE,402200,137200
Public consumption,Adult,2016,7/30/16,0:20:59,b'Q\xc7\x14l\xb9\x99\xfe',22,3D,303,396400,139300,Out of State,Out of State,B ,N ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,2400 BLOCK OF 18TH STREET NW,396400,139300
Public consumption,Adult,2016,8/1/16,1:15:26,b'\x02\xe0_l\xa7\xd6\x8d',21,2D,207,397100,137200,105,1D,W ,U ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,1000 BLOCK OF VERMONT AVENUE NW,397100,137200
Public consumption,Adult,2016,8/1/16,1:15:58,b'\x02\xe0_l\xa7\xd6\x8d',21,2D,207,397100,137200,Out of State,Out of State,W ,U ,F,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,1000 BLOCK OF VERMONT AVENUE NW,397100,137200
Possession with intent to distribute,Juvenile,2016,8/2/16,Juvenile,Juvenile,Juvenile,4D,402,Juvenile,Juvenile,402,4D,Juvenile,Juvenile,Juvenile,Narcotics,Poss W/i To Dist A Controlled Substance,Juvenile,Juvenile,Juvenile
Public consumption,Adult,2016,8/4/16,0:15:01,b'/\x9c!jl\xc4\xc9',20,2D,206,393900,137300,Out of State,Out of State,B ,N ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,3500 BLOCK OF WATER STREET NW,393900,137300
Public consumption,Adult,2016,8/4/16,16:15:49,"b""\t'\x03\xf0Z\x10\x96""",22,7D,703,401200,131800,703,7D,B ,N ,F,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,2400 BLOCK OF ELVANS ROAD SE,401200,131800
Public consumption,Adult,2016,8/4/16,17:00:01,"b'\x9e\x03,X\x93\xc8\xc1'",33,3D,308,398100,137800,607,6D,B ,N ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,1300 BLOCK OF 7TH STREET NW,398100,137800
Public consumption,Adult,2016,8/4/16,17:00:37,"b'\x9e\x03,X\x93\xc8\xc1'",36,3D,308,398100,137800,704,7D,B ,U ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,1300 BLOCK OF 7TH STREET NW,398100,137800
Public consumption,Adult,2016,8/4/16,17:00:59,"b'\x9e\x03,X\x93\xc8\xc1'",29,3D,308,398100,137800,507,5D,B ,U ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,1300 BLOCK OF 7TH STREET NW,398100,137800
Distribution,Adult,2016,8/4/16,18:56:24,b'\xa9\x8a\xc5j\xd4en',19,7D,704,402300,131100,702,7D,B ,U ,M,Narcotics,Distribution Of Marijuana-misd,2200 BLOCK OF SAVANNAH STREET SE,402300,131100
Public consumption,Adult,2016,8/5/16,15:15:46,b'\xab\xad\x06\\\x82;\x97',24,3D,308,398000,138300,Out of State,Out of State,B ,U ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,800 BLOCK OF RHODE ISLAND AVENUE NW,398000,138300
Public consumption,Adult,2016,8/5/16,15:15:52,b'\xab\xad\x06\\\x82;\x97',25,3D,308,398000,138300,503,5D,B ,U ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,800 BLOCK OF RHODE ISLAND AVENUE NW,398000,138300
Public consumption,Adult,2016,8/5/16,15:15:54,b'\xab\xad\x06\\\x82;\x97',40,3D,308,398000,138300,308,3D,B ,U ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,800 BLOCK OF RHODE ISLAND AVENUE NW,398000,138300
Distribution,Adult,2016,8/6/16,13:55:18,b'R\xf1\xeb\x1c\xdd\x9en',25,6D,606,404200,133000,506,5D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,3800 BLOCK OF PENNSYLVANIA AVENUE SE,404200,133000
Possession with intent to distribute,Adult,2016,8/9/16,17:15:49,b'\x18\x1dtG\x99\xf3\xfd',21,1D,103,399100,137600,103,1D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-fel,UNIT BLOCK OF NEW YORK AVENUE NW,399100,137600
Distribution,Adult,2016,8/9/16,17:36:25,b'2\x8d@\x0esm\xbd',22,4D,404,397900,141000,,7D,B ,U ,M,Narcotics,Distribution Of A Controlled Substance,3700 BLOCK OF GEORGIA AVENUE NW,397900,141000
Public consumption,Adult,2016,8/9/16,23:19:21,b'h\xcb\xdd\x0b\xf8\x01Q',21,1D,102,398200,136700,308,3D,B ,U ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,600 BLOCK OF F STREET NW,398200,136700
Distribution,Adult,2016,8/10/16,13:04:11,b';\x08^K\xcd\xfcT',24,1D,101,397900,136700,103,1D,B ,U ,M,Narcotics,Distribution Of A Controlled Substance,900 BLOCK OF G STREET NW,397900,136700
Possession with intent to distribute,Adult,2016,8/11/16,17:08:01,b' \x91\xbc\x1b\x1b\xdd\xe4',26,7D,701,401200,133100,702,7D,B ,U ,M,Narcotics,Poss W/i To Dist A Controlled Substance,1300 BLOCK OF U STREET SE,401200,133100
Distribution,Adult,2016,8/11/16,18:10:40,b'\x07\xf9;S\x15\x8a\xf5',30,3D,308,398100,137800,308,3D,B ,U ,M,Narcotics,Distribution Of Marijuana-misd,1300 BLOCK OF 7TH STREET NW,398100,137800
Public consumption,Juvenile,2016,8/12/16,Juvenile,Juvenile,Juvenile,3D,302,Juvenile,Juvenile,302,3D,Juvenile,Juvenile,Juvenile,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,Juvenile,Juvenile,Juvenile
Possession with intent to distribute,Adult,2016,8/14/16,20:28:57,b'\xb2$\x90\xf9\xb6\xac\x92',26,7D,702,401800,132100,,,B ,U ,M,Narcotics,Poss W/i To Dist Marijuana-misd,1700 BLOCK OF ERIE STREET SE,401800,132100
Possession with intent to distribute,Adult,2016,8/14/16,20:39:42,b'\xb2$\x90\xf9\xb6\xac\x92',22,7D,702,401800,132100,703,7D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-misd,1700 BLOCK OF ERIE STREET SE,401800,132100
Possession with intent to distribute,Adult,2016,8/14/16,20:43:07,b'\xb2$\x90\xf9\xb6\xac\x92',24,7D,702,401800,132100,Out of State,Out of State,B ,U ,M,Narcotics,Poss W/i To Dist Marijuana-misd,1700 BLOCK OF ERIE STREET SE,401800,132100
Possession with intent to distribute,Adult,2016,8/16/16,11:26:30,b'\x9e\xba_Z~X`',51,6D,602,406400,136700,,,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-fel,600 BLOCK OF DIVISION AVENUE NE,406400,136700
Distribution,Adult,2016,8/17/16,14:53:21,b'\xab\x83rB\xc6\xc1\xc6',36,5D,504,401900,140500,,,B ,N ,M,Narcotics,Distribution Of A Controlled Substance,1900 BLOCK OF LAWRENCE STREET NE,401900,140500
Possession with intent to distribute,Adult,2016,8/17/16,20:45:40,b'Je\x1d\xe4Ae\x89',42,1D,105,398800,134400,105,1D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-fel,1000 BLOCK OF DELAWARE AVENUE SW,398800,134400
Possession with intent to distribute,Adult,2016,8/17/16,20:45:46,b'Je\x1d\xe4Ae\x89',44,1D,105,398800,134400,105,1D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-fel,1000 BLOCK OF DELAWARE AVENUE SW,398800,134400
Possession with intent to distribute,Adult,2016,8/17/16,23:45:43,"b'}\x99\xd0K\xba\xa2,'",33,5D,507,401800,137200,704,7D,B ,U ,M,Narcotics,Poss W/i To Dist Marijuana-misd,1000 BLOCK OF 17TH STREET NE,401800,137200
Possession with intent to distribute,Adult,2016,8/17/16,23:51:46,"b'}\x99\xd0K\xba\xa2,'",24,5D,507,401800,137200,601,6D,B ,U ,M,Narcotics,Poss W/i To Dist Marijuana-misd,1000 BLOCK OF 17TH STREET NE,401800,137200
Possession,Juvenile,2016,8/17/16,Juvenile,Juvenile,Juvenile,5D,505,Juvenile,Juvenile,307,3D,Juvenile,Juvenile,Juvenile,Narcotics,Poss Of A Controlled Substance -misd,Juvenile,Juvenile,Juvenile
Distribution,Adult,2016,8/18/16,17:21:41,b'\xfe\xc2\xa1\xbd\xb1\xea\xc2',23,4D,406,399900,143600,406,4D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,500 BLOCK OF NICHOLSON STREET NE,399900,143600
Public consumption,Adult,2016,8/18/16,19:30:01,b'H3\x1dz\xbd\xb1F',20,3D,302,396900,140200,405,4D,W ,U ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,3100 BLOCK OF 16TH STREET NW,396900,140200
Distribution,Adult,2016,8/18/16,19:30:05,b'd\x18EN\x0c\xb9?',47,6D,602,406600,137400,704,7D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,1100 BLOCK OF EASTERN AVENUE NE,406600,137400
Public consumption,Adult,2016,8/18/16,19:30:34,b'H3\x1dz\xbd\xb1F',18,3D,302,396900,140200,,,W ,H ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,3100 BLOCK OF 16TH STREET NW,396900,140200
Public consumption,Adult,2016,8/18/16,19:30:54,b'\xeb%x\xbe\xab\x85\xb8',24,6D,602,405400,137300,602,6D,B ,N ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,1000 BLOCK OF 45TH STREET NE,405400,137300
Public consumption,Adult,2016,8/18/16,20:02:36,b'\x03/\xd2\x0bp]\x11',19,4D,403,398300,143300,306,3D,B ,U ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,400 BLOCK OF MISSOURI AVENUE NW,398300,143300
Public consumption,Juvenile,2016,8/18/16,Juvenile,Juvenile,Juvenile,4D,403,Juvenile,Juvenile,405,4D,Juvenile,Juvenile,Juvenile,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,Juvenile,Juvenile,Juvenile
Distribution,Adult,2016,8/19/16,17:12:54,b'\x19\xab\x86{_\xab\x01',26,6D,603,404400,136200,604,6D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,3900 BLOCK OF DIX STREET NE,404400,136200
Possession,Adult,2016,8/20/16,2:44:29,b'\x86\xb1\xb7\xf4+~\xf3',30,7D,707,399400,129500,707,7D,B ,U ,M,Narcotics,Poss Of A Controlled Substance -misd,3800 BLOCK OF HALLEY TERRACE SE,399400,129500
Public consumption,Adult,2016,8/20/16,15:10:17,b'\xa4\x04\x80\x182F\xb7',35,3D,301,397100,138300,707,7D,B ,U ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,1400 BLOCK OF R STREET NW,397100,138300
Public consumption,Adult,2016,8/20/16,15:10:24,b'\xa4\x04\x80\x182F\xb7',24,3D,301,397100,138300,307,3D,B ,N ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,1400 BLOCK OF R STREET NW,397100,138300
Public consumption,Adult,2016,8/20/16,15:10:36,b'\xa4\x04\x80\x182F\xb7',24,3D,301,397100,138300,505,5D,B ,N ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,1400 BLOCK OF R STREET NW,397100,138300
Public consumption,Adult,2016,8/20/16,23:59:33,b'\xea}\xe3D\xdc\x12\x00',19,3D,303,396400,139200,605,6D,B ,N ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,2300 BLOCK OF 18TH STREET NW,396400,139200
Public consumption,Adult,2016,8/22/16,19:00:04,b'\x83]\xa9=l\x7f\xb1',22,4D,402,397600,144100,401,4D,B ,N ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,900 BLOCK OF RITTENHOUSE STREET NW,397600,144100
Public consumption,Adult,2016,8/23/16,20:55:36,b'\xa4\xe9\xaa\xdcl\xa6\x05',22,4D,404,397900,141000,404,4D,B ,N ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,3700 BLOCK OF GEORGIA AVENUE NW,397900,141000
Public consumption,Adult,2016,8/23/16,21:09:06,b'\x14L\x1cP\x98SB',26,4D,404,397800,140900,405,4D,B ,N ,M,Narcotics,Consumption of marijuana in public space prohibited; impairment prohibited,3700 BLOCK OF 9TH STREET NW,397800,140900
Possession with intent to distribute,Adult,2016,8/24/16,10:45:56,b'\xf47\x81\x97\x80\x84[',45,6D,601,405700,138300,601,6D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-misd,1600 BLOCK OF KENILWORTH AVENUE NE,405700,138300
